id,name,taxid,gender,dateofbirth,status,externalcode,isenriched,enrichedat,enrichedbt,createdat,createdby,updatedat,updatedby,ID_Pedido,Data_Pedido,Nome_do_Item,Quantidade,Categoria_Comida
3806,Rafael Barbosa,405.563.595-90,Male,1967-05-31,active,OHOPCO236J,False,,,2025-10-19T00:00:00,ops_team,2025-11-09T15:23:13,ops_team,2607,19/10/25,Ravioli de Queijo,1,Sobremesa
3807,Pedro Mendonça,845.907.689-09,Female,1960-12-24,active,SXNT7LDQKC,False,,,2025-11-07T00:00:00,maria,2025-11-09T14:44:07,system,2608,07/11/25,Pizza Grande Calabresa,3,Pizza
3808,Gustavo Barbosa,004.354.129-16,Male,1996-01-02,active,FOM7PZK8US,False,,,2025-10-16T00:00:00,import_script,2025-10-25T04:00:09,joao,2609,16/10/25,Ravioli de Queijo,3,Pizza
3809,Larissa Moreira,783.766.298-18,Female,1995-09-19,inactive,NWWOTH9AI0,False,,,2025-10-18T00:00:00,joao,2025-11-01T04:49:20,system,2610,18/10/25,Pizza Grande Portuguesa,1,Pizza
3810,Pedro Mendonça,035.230.578-27,Male,1963-11-09,inactive,98CUY5KX8O,True,2025-08-19T17:48:36,data_engineer,2025-10-10T00:00:00,import_script,2025-10-19T00:11:18,joao,2611,10/10/25,Lasanha Bolonhesa,1,Pizza
3811,Gabriela Gomes,433.559.814-58,Male,2006-07-09,inactive,OJJ33TKCB9,True,2025-08-21T22:53:07,system,2025-09-04T00:00:00,ops_team,2025-09-29T06:59:58,system,2612,04/09/25,Pizza Frango com Catupiry,1,Pizza
3812,Larissa Moreira,380.868.695-95,Female,1973-06-15,inactive,QBOVIZW6BG,False,,,2025-10-27T00:00:00,system,2025-11-09T15:13:39,system,2613,27/10/25,Mousse de Chocolate,2,Pizza
3813,Mariana Gomes,607.208.840-49,Female,2007-04-09,pending,AV8OEHRXZ9,True,2025-11-08T15:01:33,joao,2025-10-29T00:00:00,joao,2025-11-06T12:23:07,data_engineer,2614,29/10/25,Tiramisu,1,Sobremesa
3814,Fernanda Oliveira,796.475.709-90,Prefer not to say,1990-03-31,active,1ICWEXD5EZ,True,2025-09-03T10:54:33,data_engineer,2025-10-12T00:00:00,system,2025-10-27T01:07:20,ops_team,2615,12/10/25,Mousse de Chocolate,1,Sobremesa
3815,Thiago Souza,036.476.261-53,Male,1990-06-06,active,JNEPI6RGG8,False,,,2025-08-28T00:00:00,ops_team,2025-09-10T17:02:07,data_engineer,2616,28/08/25,Sorvete Artesanal,2,Pizza
3816,Ana Lima,514.406.293-74,Female,1971-02-06,inactive,1AT22G154X,False,,,2025-08-21T00:00:00,ops_team,2025-09-02T01:25:09,data_engineer,2617,21/08/25,Ravioli de Queijo,1,Massas
3817,Thiago Souza,601.825.845-72,Female,1962-11-05,inactive,D9EZPGD47R,False,,,2025-08-29T00:00:00,joao,2025-09-08T12:32:10,system,2618,29/08/25,Ravioli de Queijo,2,Sobremesa
3818,Carlos Santos,330.494.534-68,Male,1962-01-15,inactive,JU5ZUMYOUL,True,2025-08-31T23:31:21,joao,2025-11-04T00:00:00,ops_team,2025-11-09T15:40:06,system,2619,04/11/25,Sorvete Artesanal,1,Pizza
3819,Ana Ribeiro,722.038.729-05,Male,1997-03-12,active,4EW748IZXV,False,,,2025-09-29T00:00:00,data_engineer,2025-10-22T11:40:12,joao,2620,29/09/25,Sorvete Artesanal,1,Pizza
3820,Carlos Almeida,692.814.826-13,Female,2001-09-17,active,01FKQP1MN1,False,,,2025-08-25T00:00:00,ops_team,2025-09-09T16:05:44,joao,2621,25/08/25,Pizza Grande Margherita,1,Sobremesa
3821,Fernanda Araujo,752.943.950-74,Female,1989-05-18,pending,SK5666S0AC,False,,,2025-11-02T00:00:00,data_engineer,2025-11-09T15:14:26,joao,2622,02/11/25,Ravioli de Queijo,1,Sobremesa
3822,Beatriz Santos,980.313.813-93,Male,1974-12-08,inactive,BKCD9L0SEG,False,,,2025-08-17T00:00:00,maria,2025-08-17T18:24:20,import_script,2623,17/08/25,Pizza Grande Margherita,2,Pizza
3823,Larissa Barbosa,667.349.310-20,Female,1970-11-16,active,0JSASYV3TR,False,,,2025-09-24T00:00:00,maria,2025-10-15T13:35:32,import_script,2624,24/09/25,Ravioli de Queijo,2,Pizza
3824,Mateus Pereira,930.696.872-61,Male,1970-10-24,inactive,F5D81BXQCT,False,,,2025-10-16T00:00:00,ops_team,2025-10-23T03:47:23,joao,2625,16/10/25,Mousse de Chocolate,2,Massas
3825,Bruno Gomes,883.392.410-20,Female,1970-05-11,inactive,28X0WOV1GL,True,2025-09-22T14:20:46,data_engineer,2025-10-15T00:00:00,maria,2025-11-07T00:51:36,import_script,2626,15/10/25,Lasanha Bolonhesa,1,Sobremesa
3826,Beatriz Barbosa,748.975.824-33,Female,2007-06-17,inactive,9FGU9B56NT,True,2025-09-12T20:41:49,joao,2025-10-05T00:00:00,joao,2025-11-02T03:18:55,import_script,2627,05/10/25,Pizza Grande Calabresa,3,Pizza
3827,Larissa Cardoso,843.173.428-43,Male,1962-11-09,active,NF28SJMJJR,False,,,2025-08-16T00:00:00,data_engineer,2025-08-21T05:16:52,data_engineer,2628,16/08/25,Mousse de Chocolate,2,Sobremesa
3828,Fernanda Barbosa,095.833.347-61,Male,1991-06-24,active,TPMRZ8HUBK,False,,,2025-08-21T00:00:00,system,2025-09-01T16:33:38,maria,2629,21/08/25,Sorvete Artesanal,3,Massas
3829,Gabriela Ribeiro,818.691.074-41,Male,1980-10-01,pending,8RPU8S9AVS,True,2025-10-05T13:36:22,joao,2025-10-07T00:00:00,ops_team,2025-10-13T20:31:24,maria,2630,07/10/25,Pizza Grande Margherita,3,Pizza
3830,Pedro Pereira,440.334.968-41,Female,1994-01-26,inactive,HPTXRQQE1Q,False,,,2025-10-08T00:00:00,import_script,2025-10-14T06:16:06,data_engineer,2631,08/10/25,Pudim de Leite,3,Sobremesa
3831,Carlos Dias,093.424.291-86,Female,1999-02-22,pending,SJD75IJZQY,True,2025-09-07T13:22:32,ops_team,2025-09-16T00:00:00,joao,2025-09-18T18:20:35,data_engineer,2632,16/09/25,Espaguete ao Alho e oleo,2,Sobremesa
3832,Mariana Pereira,935.178.988-69,Female,1963-06-04,active,B4RXV2UWAV,False,,,2025-10-21T00:00:00,joao,2025-11-06T11:09:03,maria,2633,21/10/25,Tiramisu,3,Pizza
3833,Mariana Costa,678.392.025-63,Female,1983-12-28,active,LN2J4UX24L,False,,,2025-09-09T00:00:00,import_script,2025-09-30T08:05:55,ops_team,2634,09/09/25,Ravioli de Queijo,1,Sobremesa
3834,Mariana Ribeiro,995.379.248-08,Female,1986-02-27,active,LV25SQ6J4U,False,,,2025-09-11T00:00:00,joao,2025-09-22T01:44:28,data_engineer,2635,11/09/25,Lasanha Bolonhesa,2,Massas
3835,Pedro Fernandes,044.501.091-94,Female,1976-05-08,pending,TD2VD1UX3N,False,,,2025-10-27T00:00:00,data_engineer,2025-11-09T14:49:53,maria,2636,27/10/25,Pizza Grande Portuguesa,2,Sobremesa
3836,Patrícia Souza,322.915.648-65,Female,1987-04-24,pending,JFREBHFFEN,False,,,2025-09-16T00:00:00,joao,2025-09-25T07:43:07,maria,2637,16/09/25,Pizza Mussarela,3,Pizza
3837,Pedro Costa,713.426.876-00,Male,2003-07-02,pending,Y6R074V2GV,False,,,2025-08-11T00:00:00,system,2025-08-21T03:30:19,ops_team,2638,11/08/25,Tiramisu,3,Pizza
3838,Mateus Oliveira,789.778.679-90,Female,2001-01-22,active,HHUNE77HCW,True,2025-08-21T09:30:41,ops_team,2025-08-30T00:00:00,data_engineer,2025-09-27T06:02:36,joao,2639,30/08/25,Pizza Frango com Catupiry,1,Sobremesa
3839,Lucas Ribeiro,336.961.114-38,Prefer not to say,1980-12-02,active,GPDEYR36RT,False,,,2025-10-21T00:00:00,joao,2025-11-09T15:09:38,joao,2640,21/10/25,Pizza Grande Portuguesa,2,Sobremesa
3840,Patrícia Araujo,156.551.054-66,Male,1978-12-20,inactive,OQTYH82EPN,False,,,2025-08-14T00:00:00,import_script,2025-08-26T01:43:49,system,2641,14/08/25,Pizza Frango com Catupiry,1,Sobremesa
3841,Mariana Souza,832.853.075-59,Male,1970-08-10,active,HB1CAQAQ1I,False,,,2025-09-06T00:00:00,maria,2025-09-26T09:20:54,ops_team,2642,06/09/25,Sorvete Artesanal,2,Sobremesa
3842,Camila Moreira,976.313.993-47,Male,1962-06-08,active,H5DUSE6S55,False,,,2025-09-13T00:00:00,maria,2025-09-20T09:03:55,maria,2643,13/09/25,Tiramisu,3,Sobremesa
3843,Gabriela Mendonça,394.572.452-16,Female,1987-08-10,inactive,J44TYJ93TY,False,,,2025-09-16T00:00:00,ops_team,2025-09-16T22:45:38,joao,2644,16/09/25,Tiramisu,2,Pizza
3844,Fernanda Silva,747.186.202-39,Female,1974-05-30,pending,37SKT0BWWN,True,2025-10-12T09:51:35,system,2025-10-08T00:00:00,data_engineer,2025-10-29T20:48:20,import_script,2645,08/10/25,Pizza Grande Portuguesa,1,Pizza
3845,Carlos Barbosa,433.161.818-63,Prefer not to say,1969-06-27,active,8JB9NHXEEZ,True,2025-10-18T20:38:40,joao,2025-10-29T00:00:00,joao,2025-11-09T15:14:25,data_engineer,2646,29/10/25,Pizza Grande Portuguesa,1,Sobremesa
3846,Ana Costa,317.724.117-00,Male,1995-11-13,inactive,KUFD2JEBKS,True,2025-10-13T11:00:59,joao,2025-09-01T00:00:00,system,2025-09-20T08:05:07,maria,2647,01/09/25,Pizza Grande Calabresa,2,Sobremesa
3847,Bruno Santos,542.062.555-76,Female,2000-06-10,inactive,IMRQ82IBXI,False,,,2025-09-01T00:00:00,system,2025-09-06T05:46:29,data_engineer,2648,01/09/25,Pizza Frango com Catupiry,1,Sobremesa
3848,Lucas Lima,372.497.624-04,Female,2003-09-15,active,5QW4SBQ9EH,False,,,2025-10-02T00:00:00,maria,2025-10-08T04:10:33,system,2649,02/10/25,Sorvete Artesanal,2,Sobremesa
3849,Maria Moraes,550.000.498-52,Male,2002-05-16,pending,PUXSYL3MBL,False,,,2025-11-04T00:00:00,data_engineer,2025-11-05T00:34:58,maria,2650,04/11/25,Tiramisu,1,Pizza
3850,Camila Oliveira,606.733.818-57,Female,1967-10-21,active,KL6QM4WVRN,True,2025-10-28T22:19:53,maria,2025-10-10T00:00:00,ops_team,2025-10-19T19:03:24,system,2651,10/10/25,Ravioli de Queijo,3,Pizza
3851,Mateus Araujo,092.662.972-70,Female,1971-01-06,inactive,6LPDV90MPF,False,,,2025-11-02T00:00:00,import_script,2025-11-09T15:12:54,import_script,2652,02/11/25,Lasanha Bolonhesa,2,Sobremesa
3852,Mariana Moraes,443.172.800-79,Female,1974-02-12,active,KEX0VTUJXW,True,2025-10-11T17:34:59,data_engineer,2025-08-24T00:00:00,joao,2025-09-20T19:23:22,joao,2653,24/08/25,Ravioli de Queijo,1,Sobremesa
3853,Thiago Silva,367.964.402-93,Male,1959-04-01,pending,J6LUQQXSCJ,False,,,2025-10-16T00:00:00,system,2025-10-16T23:57:36,import_script,2654,16/10/25,Ravioli de Queijo,2,Pizza
3854,Beatriz Moreira,226.656.557-85,Female,2005-07-02,active,JOJ5J89406,False,,,2025-08-20T00:00:00,system,2025-09-01T02:52:52,joao,2655,20/08/25,Pudim de Leite,2,Sobremesa
3855,Patrícia Moraes,222.118.227-02,Female,1990-02-08,pending,P4Q2KT7FS1,False,,,2025-10-18T00:00:00,joao,2025-11-09T14:56:39,joao,2656,18/10/25,Pizza Grande Calabresa,2,Pizza
3856,Ana Rocha,712.943.892-36,Female,1987-05-15,inactive,9L7U04ISJA,True,2025-08-15T17:04:37,ops_team,2025-10-08T00:00:00,maria,2025-10-09T11:46:59,import_script,2657,08/10/25,Pizza Grande Calabresa,3,Pizza
3857,Ana Barbosa,791.402.051-02,Male,1956-02-23,inactive,ZD1741KT5Y,False,,,2025-09-06T00:00:00,import_script,2025-10-06T18:09:38,maria,2658,06/09/25,Tiramisu,1,Pizza
3858,Sofia Ribeiro,401.346.223-57,Male,2001-02-07,active,E9DCQYOQNN,True,2025-08-28T07:24:28,ops_team,2025-09-18T00:00:00,maria,2025-10-11T11:23:46,system,2659,18/09/25,Pudim de Leite,3,Sobremesa
3859,Thiago Teixeira,512.926.352-99,Male,1989-12-19,active,YZH2ALEVUE,False,,,2025-10-02T00:00:00,maria,2025-10-05T01:44:23,system,2660,02/10/25,Pizza Frango com Catupiry,1,Pizza
3860,Bruno Costa,535.189.682-50,Male,2006-02-04,inactive,VQD9I2K9AY,False,,,2025-10-25T00:00:00,system,2025-10-30T03:16:13,data_engineer,2661,25/10/25,Mousse de Chocolate,1,Massas
3861,João Ribeiro,345.842.620-71,Male,1983-02-02,inactive,O30S10J2KL,False,,,2025-11-05T00:00:00,import_script,2025-11-08T17:46:45,joao,2662,05/11/25,Pizza Grande Portuguesa,2,Pizza
3862,Mariana Almeida,391.356.943-57,Female,1996-03-03,inactive,55H7C475TG,True,2025-11-08T09:03:49,data_engineer,2025-10-04T00:00:00,ops_team,2025-10-07T17:44:16,system,2663,04/10/25,Pizza Grande Portuguesa,2,Pizza
3863,Lucas Fernandes,661.495.381-54,Female,1983-04-12,active,DERM2BP2NH,False,,,2025-09-04T00:00:00,maria,2025-09-05T01:41:53,data_engineer,2664,04/09/25,Pizza Frango com Catupiry,1,Sobremesa
3864,Luís Fernandes,409.612.530-79,Male,1984-06-14,inactive,4MLHXG5V8Z,True,2025-11-09T13:38:46,import_script,2025-08-30T00:00:00,import_script,2025-09-07T06:20:32,maria,2665,30/08/25,Pizza Grande Margherita,3,Sobremesa
3865,Pedro Araujo,100.346.100-89,Male,1996-02-03,inactive,U3L4KTFO98,False,,,2025-08-16T00:00:00,system,2025-09-11T14:35:36,maria,2666,16/08/25,Pizza Grande Portuguesa,2,Sobremesa
3866,Bruno Silva,433.788.276-60,Female,1960-05-02,active,473S32OROX,False,,,2025-10-09T00:00:00,system,2025-11-08T15:31:39,data_engineer,2667,09/10/25,Pizza Grande Margherita,1,Pizza
3867,Luís Teixeira,379.247.385-26,Male,1984-11-05,active,SGB1BYK5U9,False,,,2025-09-21T00:00:00,joao,2025-09-23T16:29:25,import_script,2668,21/09/25,Pizza Grande Calabresa,3,Sobremesa
3868,Mariana Araujo,903.663.761-10,Female,1966-04-13,pending,ZKX0P27LOO,True,2025-10-02T19:36:07,maria,2025-09-16T00:00:00,system,2025-10-10T21:09:38,joao,2669,16/09/25,Ravioli de Queijo,1,Pizza
3869,Carlos Barbosa,081.513.561-30,Female,1998-09-10,pending,ZDPI9GXRWF,False,,,2025-09-19T00:00:00,ops_team,2025-10-10T18:39:55,data_engineer,2670,19/09/25,Espaguete ao Alho e oleo,3,Pizza
3870,Pedro Cardoso,803.314.501-10,Female,1993-11-25,active,AFILSFIB60,False,,,2025-09-04T00:00:00,import_script,2025-09-15T02:32:18,joao,2671,04/09/25,Sorvete Artesanal,1,Sobremesa
3871,Bruno Fernandes,376.807.522-03,Male,1961-11-24,inactive,MDI5G1FRPC,False,,,2025-10-16T00:00:00,maria,2025-10-31T05:29:07,data_engineer,2672,16/10/25,Pizza Grande Calabresa,3,Pizza
3872,Beatriz Santos,114.217.794-21,Female,1956-06-15,inactive,ACU8GWZVD9,True,2025-09-13T20:53:39,data_engineer,2025-10-26T00:00:00,ops_team,2025-11-09T14:44:22,maria,2673,26/10/25,Mousse de Chocolate,3,Pizza
3873,Ana Silva,662.769.520-36,Male,1990-08-23,pending,K3GNHY9Z53,True,2025-08-29T09:58:47,data_engineer,2025-08-26T00:00:00,joao,2025-09-21T14:48:33,import_script,2674,26/08/25,Pizza Grande Calabresa,3,Sobremesa
3874,Ana Dias,907.219.061-16,Female,1964-03-23,pending,FJXUONJ0JR,True,2025-09-15T12:10:51,maria,2025-10-26T00:00:00,ops_team,2025-11-07T02:22:10,import_script,2675,26/10/25,Pizza Frango com Catupiry,2,Pizza
3875,João Teixeira,507.228.938-83,Female,2000-07-05,pending,28L982BN2M,True,2025-08-25T21:19:26,joao,2025-10-29T00:00:00,system,2025-10-30T18:18:30,maria,2676,29/10/25,Tiramisu,1,Pizza
3876,Fernanda Pereira,917.856.097-49,Male,1968-06-17,pending,Q3ZW0UJKI3,True,2025-10-04T20:50:59,joao,2025-08-30T00:00:00,data_engineer,2025-09-05T02:41:52,joao,2677,30/08/25,Pizza Mussarela,1,Sobremesa
3877,Ana Moreira,930.206.101-25,Female,1956-07-07,active,06XTDTPHZO,False,,,2025-10-31T00:00:00,import_script,2025-11-09T14:55:05,data_engineer,2678,31/10/25,Pizza Grande Portuguesa,1,Pizza
3878,Thiago Dias,170.056.602-74,Male,1973-09-03,pending,8S4E7J1IG5,False,,,2025-08-31T00:00:00,ops_team,2025-09-29T15:01:09,maria,2679,31/08/25,Espaguete ao Alho e oleo,3,Pizza
3879,Ana Moraes,619.160.599-64,Male,1959-02-02,inactive,23XKNDWSO2,False,,,2025-09-24T00:00:00,maria,2025-10-13T04:34:34,maria,2680,24/09/25,Tiramisu,2,Pizza
3880,Bruno Moreira,791.636.550-87,Female,1968-11-05,pending,06Z0M9CX2Q,True,2025-10-20T15:40:29,joao,2025-08-23T00:00:00,joao,2025-08-28T18:38:59,joao,2681,23/08/25,Sorvete Artesanal,1,Sobremesa
3881,Patrícia Ribeiro,943.363.772-68,Male,2000-03-09,inactive,RO542GYHBJ,False,,,2025-10-25T00:00:00,system,2025-10-26T09:42:24,ops_team,2682,25/10/25,Ravioli de Queijo,1,Massas
3882,Larissa Fernandes,123.313.004-79,Male,1978-01-03,inactive,SW688XL3YH,True,2025-10-03T23:03:19,system,2025-08-23T00:00:00,data_engineer,2025-08-28T06:51:51,ops_team,2683,23/08/25,Espaguete ao Alho e oleo,1,Sobremesa
3883,Carlos Rocha,566.939.006-50,Female,1999-11-21,active,OIAKOEJHLA,False,,,2025-08-17T00:00:00,maria,2025-09-09T18:57:07,import_script,2684,17/08/25,Lasanha Bolonhesa,1,Massas
3884,Bruno Cardoso,184.145.282-69,Male,1970-02-19,active,EVP86LMNQV,False,,,2025-08-26T00:00:00,ops_team,2025-09-20T06:21:05,data_engineer,2685,26/08/25,Pizza Grande Portuguesa,3,Pizza
3885,Gabriela Cardoso,705.327.118-18,Prefer not to say,1964-07-31,inactive,LF69EE5JN2,False,,,2025-09-10T00:00:00,ops_team,2025-09-13T09:55:14,ops_team,2686,10/09/25,Sorvete Artesanal,2,Pizza
3886,Gabriela Lima,595.747.814-65,Male,1989-04-22,inactive,11GPIXLBHA,True,2025-09-15T09:26:40,ops_team,2025-10-07T00:00:00,ops_team,2025-11-05T08:58:37,data_engineer,2687,07/10/25,Tiramisu,1,Sobremesa
3887,Patrícia Gomes,327.648.573-13,Male,1973-04-01,active,0VDA0E6X5H,False,,,2025-09-08T00:00:00,system,2025-09-11T17:23:45,import_script,2688,08/09/25,Pudim de Leite,3,Pizza
3888,Thiago Ribeiro,402.011.705-25,Male,1976-05-27,active,FK5XCVKIHR,True,2025-11-04T14:32:43,ops_team,2025-09-13T00:00:00,maria,2025-09-17T21:11:02,joao,2689,13/09/25,Lasanha Bolonhesa,1,Pizza
3889,Beatriz Moreira,446.218.253-55,Female,1989-01-10,active,MAW7PQEO4R,False,,,2025-10-24T00:00:00,data_engineer,2025-11-09T14:53:13,import_script,2690,24/10/25,Pizza Grande Margherita,1,Pizza
3890,Rafael Almeida,298.669.938-37,Female,2006-07-30,pending,WD25NMNKB5,False,,,2025-09-15T00:00:00,data_engineer,2025-10-02T12:38:04,data_engineer,2691,15/09/25,Pizza Mussarela,2,Sobremesa
3891,Lucas Teixeira,855.052.569-93,Female,1963-07-21,active,SQDYCHBX4O,False,,,2025-09-30T00:00:00,joao,2025-10-18T17:25:56,import_script,2692,30/09/25,Pizza Grande Calabresa,1,Sobremesa
3892,Fernanda Silva,817.423.268-24,Female,1999-09-17,inactive,TZ9YFMCIGD,False,,,2025-08-21T00:00:00,import_script,2025-09-17T22:47:17,maria,2693,21/08/25,Mousse de Chocolate,1,Pizza
3893,Larissa Mendonça,258.954.119-05,Female,1961-01-07,active,YFJFQF8D2A,True,2025-08-29T01:03:55,ops_team,2025-09-16T00:00:00,ops_team,2025-09-20T07:45:01,import_script,2694,16/09/25,Ravioli de Queijo,3,Sobremesa
3894,Gabriela Santos,596.668.642-03,Female,2000-06-17,active,JNJMGLKM2T,True,2025-08-15T03:14:24,data_engineer,2025-10-30T00:00:00,import_script,2025-11-09T15:27:49,system,2695,30/10/25,Mousse de Chocolate,1,Massas
3895,Lucas Rocha,365.395.382-62,Female,2006-09-23,pending,L8UFLXQO6B,True,2025-10-11T00:05:18,ops_team,2025-10-16T00:00:00,data_engineer,2025-10-21T15:53:03,system,2696,16/10/25,Pizza Frango com Catupiry,2,Sobremesa
3896,Gabriela Gomes,001.863.858-83,Female,2003-04-19,pending,W4YF6IQEA1,False,,,2025-09-27T00:00:00,system,2025-10-19T14:11:58,maria,2697,27/09/25,Pizza Grande Calabresa,1,Pizza
3897,Fernanda Pereira,073.394.013-67,Male,1958-08-15,active,IIQD3RAIZP,True,2025-11-06T08:46:31,ops_team,2025-10-16T00:00:00,ops_team,2025-10-20T17:21:54,joao,2698,16/10/25,Pudim de Leite,1,Sobremesa
3898,Gabriela Rocha,281.521.073-98,Male,1981-12-13,inactive,6HA0MJR6HY,False,,,2025-10-08T00:00:00,maria,2025-11-06T12:36:43,joao,2699,08/10/25,Pudim de Leite,3,Pizza
3899,Pedro Pereira,947.231.131-87,Female,1995-04-20,inactive,PQFL9X91CK,False,,,2025-10-18T00:00:00,ops_team,2025-11-09T15:40:00,data_engineer,2700,18/10/25,Pizza Grande Portuguesa,1,Pizza
3900,Bruno Fernandes,381.299.506-11,Female,1993-11-27,pending,AFIO9069XZ,False,,,2025-09-07T00:00:00,joao,2025-10-01T04:55:23,system,2701,07/09/25,Ravioli de Queijo,3,Sobremesa
3901,Ana Rocha,768.030.321-58,Female,1991-12-04,active,CBC2I0SDXB,False,,,2025-08-27T00:00:00,data_engineer,2025-09-09T15:14:20,data_engineer,2702,27/08/25,Mousse de Chocolate,2,Sobremesa
3902,Camila Barbosa,193.171.786-19,Male,1985-06-15,pending,HEXWPIFOHL,True,2025-08-27T18:09:49,ops_team,2025-09-01T00:00:00,system,2025-09-25T05:28:28,import_script,2703,01/09/25,Pizza Grande Portuguesa,2,Sobremesa
3903,Thiago Pereira,043.704.661-70,Male,1969-12-19,pending,8WXX3PCN54,True,2025-08-21T12:46:35,system,2025-10-16T00:00:00,joao,2025-10-30T14:35:15,data_engineer,2704,16/10/25,Pizza Grande Calabresa,1,Sobremesa
3904,Rafael Cardoso,858.226.591-49,Female,1980-08-29,pending,7T35GOIDAH,False,,,2025-08-28T00:00:00,data_engineer,2025-09-03T14:15:17,joao,2705,28/08/25,Pizza Grande Margherita,2,Sobremesa
3905,Gustavo Teixeira,465.923.746-15,Female,1980-02-05,active,WZ27O3XA8P,False,,,2025-08-13T00:00:00,import_script,2025-08-19T21:57:53,data_engineer,2706,13/08/25,Ravioli de Queijo,2,Sobremesa
3906,Patrícia Almeida,021.393.198-45,Male,1970-09-16,inactive,A5H41120PJ,False,,,2025-08-29T00:00:00,system,2025-09-10T17:43:43,import_script,2707,29/08/25,Pizza Grande Calabresa,1,Pizza
3907,Fernanda Santos,197.133.050-45,Male,1975-12-22,pending,MNCY89L4DM,False,,,2025-10-02T00:00:00,joao,2025-10-16T10:10:40,ops_team,2708,02/10/25,Pizza Frango com Catupiry,2,Sobremesa
3908,Ana Rocha,082.153.788-44,Female,1987-06-29,pending,VEI32NVKYR,False,,,2025-08-18T00:00:00,import_script,2025-08-18T23:24:00,import_script,2709,18/08/25,Nhoque ao Sugo,2,Sobremesa
3909,Thiago Ribeiro,911.955.736-86,Female,1968-10-04,active,C6QEKZS5RA,True,2025-09-09T16:56:08,maria,2025-11-04T00:00:00,ops_team,2025-11-09T15:12:24,system,2710,04/11/25,Pizza Grande Portuguesa,1,Pizza
3910,Carlos Gomes,583.036.750-98,Male,1960-10-16,active,WMBVSSY9TR,False,,,2025-09-17T00:00:00,ops_team,2025-09-26T23:27:58,system,2711,17/09/25,Pizza Grande Portuguesa,2,Sobremesa
3911,Patrícia Dias,044.114.236-07,Female,1986-01-11,active,BHOMNLMEV7,False,,,2025-08-11T00:00:00,maria,2025-09-05T18:18:49,data_engineer,2712,11/08/25,Pizza Frango com Catupiry,3,Pizza
3912,Gustavo Teixeira,302.872.725-39,Female,2000-06-06,pending,ARXUUA4XQU,False,,,2025-10-08T00:00:00,import_script,2025-10-08T10:13:31,data_engineer,2713,08/10/25,Pizza Mussarela,1,Pizza
3913,Pedro Cardoso,836.843.623-61,Female,1957-04-29,pending,MZ710SYPPG,True,2025-09-11T08:56:36,ops_team,2025-10-09T00:00:00,import_script,2025-10-09T18:48:00,maria,2714,09/10/25,Nhoque ao Sugo,2,Sobremesa
3914,Fernanda Souza,619.633.253-41,Male,1999-11-16,active,VGEKFBCU9F,False,,,2025-08-25T00:00:00,ops_team,2025-09-02T21:56:20,joao,2715,25/08/25,Mousse de Chocolate,1,Massas
3915,Mariana Moreira,658.998.124-29,Male,1956-03-22,active,7NRE84CS62,False,,,2025-08-20T00:00:00,joao,2025-08-28T08:15:50,ops_team,2716,20/08/25,Pizza Grande Calabresa,1,Pizza
3916,Luís Almeida,370.705.149-92,Prefer not to say,2002-08-03,pending,8GFYOA07EA,False,,,2025-10-06T00:00:00,joao,2025-10-16T08:53:18,data_engineer,2717,06/10/25,Nhoque ao Sugo,2,Pizza
3917,Mariana Cardoso,198.126.088-01,Female,1962-01-22,inactive,UPVY3NEFEG,False,,,2025-09-02T00:00:00,data_engineer,2025-09-14T21:29:52,ops_team,2718,02/09/25,Pudim de Leite,2,Pizza
3918,Luís Fernandes,847.352.909-11,Male,1972-08-02,inactive,O534YF0OQ0,True,2025-11-07T08:16:05,data_engineer,2025-09-24T00:00:00,ops_team,2025-10-05T00:11:03,system,2719,24/09/25,Lasanha Bolonhesa,1,Sobremesa
3919,Thiago Gomes,949.264.294-10,Female,1967-04-27,active,3KVZCVV71D,True,2025-09-05T17:04:57,ops_team,2025-10-25T00:00:00,maria,2025-10-28T12:01:12,maria,2720,25/10/25,Pizza Grande Margherita,2,Pizza
3920,Patrícia Cardoso,789.237.021-99,Female,1973-12-10,inactive,ZZO96SS7NX,True,2025-08-17T21:09:11,ops_team,2025-11-05T00:00:00,maria,2025-11-09T14:47:49,import_script,2721,05/11/25,Pudim de Leite,2,Massas
3921,Carlos Moreira,014.516.222-70,Prefer not to say,2005-07-10,active,KMYLIVXIV7,True,2025-10-22T01:34:19,ops_team,2025-11-06T00:00:00,ops_team,2025-11-09T15:13:03,ops_team,2722,06/11/25,Mousse de Chocolate,2,Sobremesa
3922,Fernanda Costa,324.355.901-85,Male,1960-02-24,pending,KPYYU6IWC4,True,2025-10-03T05:02:19,import_script,2025-09-09T00:00:00,data_engineer,2025-09-19T18:25:54,import_script,2723,09/09/25,Nhoque ao Sugo,2,Sobremesa
3923,Maria Santos,881.561.188-60,Male,1964-05-10,active,ICLBMAL71D,False,,,2025-10-06T00:00:00,import_script,2025-10-24T19:28:16,joao,2724,06/10/25,Pizza Grande Margherita,3,Sobremesa
3924,Gustavo Fernandes,044.631.120-71,Male,1998-04-11,active,O59ZJ5WNLV,True,2025-10-14T10:46:07,import_script,2025-10-15T00:00:00,system,2025-10-23T02:57:01,data_engineer,2725,15/10/25,Pizza Grande Margherita,1,Sobremesa
3925,Maria Gomes,852.961.787-67,Female,1976-11-12,active,I01ZJBB5ME,False,,,2025-09-23T00:00:00,import_script,2025-10-05T07:34:13,data_engineer,2726,23/09/25,Espaguete ao Alho e oleo,3,Sobremesa
